month,struts,spring,angular,reactjs,maven,gradle,postman,soapui,nltk,spacy,stanford-nlp,sql-server,mysql,mongodb,postgresql,java,python,html,css,.net,json,ruby,django,string,r,regex,ajax,bonecp,hikaricp,numpy,scipy,ruby-on-rails,hibernate,matlab,firefox,netbeans,php,linux,ios,android,eclipse,scala,visual-studio,macos,vb.net,windows,swing,amazon-web-services,selenium,spring-mvc,android-studio,hadoop,tomcat,jpa,javascript,c#,jquery,wordpress,ubuntu,swift,groovy,machine-learning,unix,jdbc,asp.net,wpf,flutter,bash,git,pandas,qt,cordova,codeigniter,symfony,xamarin,appcelerator,titanium,gcc,c,raspberry-pi,flash,curl,visual-c++,drupal,cron,angular5,xcode,shell,firebase,ms-access,cocoa,tcp,kotlin,xml,bitmap,docker,perl,pytorch,keras
2018-01-01,6.1711329139771,2171.7013836261,5127.14162715595,3489.62856797337,865.697994910036,562.327580752288,121.424388855102,70.6841549153584,83.1337567316594,39.7725660240829,42.2388818892154,2889.71827903187,5113.162053299,1729.76336909663,1451.97391267825,14408.3899390071,17881.5269195183,8656.32471342975,6196.80940263316,1600.10783791012,3592.78277165457,1356.49052021762,2512.54416105065,1188.69490601749,4601.67864112528,1666.26812815542,1791.71712370405,0.134474783794136,11.2321602027519,1086.18434867202,193.127548837635,2007.71546852687,787.4984751803,687.311379679945,302.860443570182,183.937670397781,11777.6882496319,1821.51321929842,5275.93646637937,12589.6801928964,745.605232559023,990.818304281787,1083.29715864844,896.364362535735,878.008770743759,1275.97980144512,345.460082443734,1506.3250054666,1071.89212667146,595.01471304553,942.698615758236,479.143058071265,371.474048185071,415.173847951154,20905.5698330013,10851.1986595592,7183.35748770759,2151.05396210315,552.100449591124,3898.866332133,300.351163063001,601.691847995224,323.614413394973,248.394093498456,2106.89812878396,1080.20313607401,87.3988650191707,1301.23342476651,1260.14571840244,2163.73817877309,708.030428225021,599.45990824303,591.209229644128,733.340376710814,787.74353459933,28.91757519349,27.7007874953771,294.09176437075,2274.42802202549,214.454311753099,77.4807680904679,394.809574205831,163.080045846748,111.002092681577,175.338900324532,328.056662727806,988.181844457384,746.186335901594,1809.2619960175,418.904869866951,108.185614598851,177.836374458986,631.487080450753,1534.50756878922,128.514948894044,1368.95530307135,283.052010291225,67.7385383149691,511.352082548176
2018-02-01,7.28973606503059,2192.18632426349,5434.36018050494,3522.16541382751,886.213192920007,545.865655368062,121.463749052245,67.660630118907,87.7598224581075,43.0365925599846,42.7683869567963,2889.42367879991,5161.3944629305,1732.81206200107,1471.06516998098,14734.3675995783,18452.712261755,8786.27553330119,6207.41416566524,1586.07799781854,3640.32612763345,1263.15858886828,2525.42898568406,1218.12615775771,4767.67739291222,1713.53228806318,1823.87528360014,-0.079803599011305,12.5866726523742,1183.5268344963,213.281564918196,1902.08947082458,826.179243880002,783.101995489895,276.97961451419,176.374448953894,11779.3843693086,1836.68649086138,4891.95555499893,12218.9728948484,760.526800241615,999.250551156221,1070.09869946799,776.277685424974,861.015299585923,1220.36348177693,280.227248400077,1507.78123612576,1061.0050198021,605.294228437,957.876419453857,504.532147123313,370.997010696577,436.432599913856,20795.7120913886,10883.1178221472,7214.48092383647,2164.92979279607,554.034694680034,3860.96346932934,305.47846916438,597.063542428487,345.668942053056,266.975728461248,2084.75645973899,1045.0028741454,83.0970951580314,1389.03408853637,1262.45073113903,2214.18784631499,670.440853800504,593.386496006703,612.508038884888,723.33751444732,791.134899083616,29.6023092502517,29.2607757635092,279.582293762843,2323.54569033633,212.437131932014,63.3559775833379,403.73194784862,151.718279213791,106.269276569353,175.901394643562,328.056662727806,1008.15740199621,789.384784813205,1877.82191538315,426.945115006857,106.482283284205,184.557003115956,619.095351052363,1562.63203432091,116.184342209016,1348.6776969446,319.543579957331,66.7385373702877,561.050013002843
2018-03-01,3.48183806840262,2440.01847809705,5959.98110850669,3831.18516310648,956.76203529752,585.56541786572,135.315625041445,81.7458925104007,95.9819690057943,46.8099238774098,48.4656143351281,3219.83535473881,5993.50513950965,1771.01759985642,1526.14868757248,17376.214230962,20236.8000895981,9622.86635111374,6774.01938007828,1765.88781766428,4018.14428042545,1416.99577861747,2686.76178238479,1415.88134182563,5544.40659709898,1892.04485800483,1997.92123170214,0.809085046060299,12.0311173814021,1296.51518883164,235.903528646461,2159.04871357902,896.465717052344,986.25135656613,311.739126014303,212.986943305946,13021.1127872203,2084.30035891417,5524.3807061325,14046.2780256323,891.085050412202,1142.28138438911,1183.56173331161,922.155088307176,967.397122848987,1336.00718233357,451.280844489383,1613.6071524489,1125.28636414614,687.674497979837,1097.47593310472,540.190825021228,418.342655891587,462.430384970441,22879.3335721452,12133.8131679766,8010.04162416097,2212.96136341815,576.732437638861,4079.25216228692,333.518934437702,670.127976107355,390.854531550431,298.012418219956,2411.89884654875,1139.66797238066,84.2138862729382,1552.04908198916,1370.49785135836,2503.41599153722,765.201445977808,645.373085988778,673.901348330808,757.104297684295,832.57096555722,32.8244931759479,27.7052449864484,312.559125763917,2594.24131603668,223.748017453,105.238444633676,423.508527002219,191.035881172192,107.27679162448,188.901056859411,328.056662727806,1171.24593910922,868.530787151144,1976.5738930882,455.340582578441,123.976060644381,199.954641378995,668.593177679881,1715.61662580999,136.803193427768,1380.1323599031,364.113988292322,77.7385477617827,725.142171685962
2018-04-01,1.63278059060199,2344.27964741882,5636.10529984517,3883.88541350661,924.119429181061,567.420791046883,123.346088869352,72.9742978735733,93.7597745585618,45.49803775356,54.1211992166205,3006.57692041925,5533.2368930984,1773.9116590029,1492.95326743689,16323.5912178906,19247.1473448327,8983.73694789508,6272.05965126711,1581.91571903504,3792.00915656478,1251.77105013902,2534.39525580773,1338.21934357865,5304.62471275175,1696.74254309851,1864.62309305817,-0.079803620586221,12.253339311343,1259.63969928576,231.789314160375,1977.6313395508,872.080430665445,903.419821531445,271.526504004808,190.049801841606,11951.502731452,2004.44375893536,4646.22136658366,12981.6437485294,783.165587578612,1076.94283227162,1132.25201592122,807.383837336177,937.453270191319,1248.58566250682,448.240821477119,1552.17652367779,1101.15825053457,645.956665520293,1046.06591520812,550.392603391391,400.919239974656,455.987304619608,21460.9053595275,11457.3174329667,7368.27676057294,2177.55874179152,575.68451474133,3942.60341863554,308.119179318195,655.139609782903,387.894939186123,282.895696992876,2241.66164904614,1099.31316033337,88.763185661417,1488.29510431609,1250.61863980239,2436.45189849989,719.875141360228,617.272572885469,620.027058272803,728.8918971856,859.788901204175,28.4912236051185,29.0385389157511,301.494797423068,2488.65824491091,220.753247746103,83.5537737494128,418.73134054357,179.09650070691,96.4760206141223,182.234691225328,328.056662727807,1042.97710118192,839.38301404144,1941.09618313824,427.854457211385,85.1291149688364,194.054935167405,633.769334110107,1609.71701043395,122.034743914631,1381.81100422752,331.099216062724,86.738556263915,656.748407643552
2018-05-01,-1.06710003280701,2420.28435404932,5938.58788909705,4341.15726231179,937.506266137723,569.961730685701,131.118404829975,75.217731948517,89.4264646604838,46.7886031369756,47.4930391712865,3031.1973629955,5304.03251736327,1782.2399426696,1537.59652531695,15886.5073369068,19304.563477607,9123.2339355803,6359.54029484791,1600.04398631477,3837.12064004051,1234.99402747761,2615.03385952032,1255.13448944353,5278.74962678484,1728.08819947354,1897.02367681873,-0.07980365796699,11.6977842604143,1194.28548273362,224.310825533566,1943.23548949821,862.026622424128,911.723083770431,286.194697845209,194.410751438793,12022.4631314918,1919.49533108912,4855.96281783692,12624.1813472988,742.562317586054,1074.28892566438,1133.71205379045,795.781403515215,882.470681362036,1264.88714049591,428.114129681963,1589.24242870767,1143.20103788947,654.79229146591,1019.80438229848,518.950924906918,403.320165863301,468.318917570114,21988.7671480059,11575.9590940894,7423.5089603116,2178.55292283512,586.912278339648,3893.95137469331,312.495331771889,649.88323697455,355.444007489187,289.54586250036,2269.22185524139,1103.08107515905,120.608281365515,1437.00390108975,1279.93222469046,2501.30902037931,719.480981755367,649.929430224708,622.391518053355,734.331796145243,868.2325236398,24.0468482012817,23.7052852233425,294.028413457274,2199.77422277184,222.144784224141,73.9584407966033,417.953536388588,166.220885942239,104.767566889562,189.123351110341,328.056662727806,922.838338134747,796.952285243796,2109.83203534295,445.629235193746,92.7806017167618,185.48822648406,834.986466722903,1625.18592445704,116.774235490654,1483.69106785913,328.286592136707,88.7385581532777,733.953729938162
2018-06-01,-0.053768091139835,2322.81881198955,6095.50242063916,4333.56437196225,927.202481490376,586.888010336502,144.721312278184,69.6253624421202,89.9820013808253,44.9135852307356,43.2572765182656,3010.0107308077,4965.14164230027,1766.0281001932,1517.27862735869,14351.311019246,19235.865161911,8713.7137004103,6096.50882405492,1630.12924201627,3772.88384665731,1164.76619350184,2570.61960850011,1101.96848352094,5383.65604755813,1629.49592232248,1808.20609925791,0.364640701692071,13.031116850396,1204.72600309934,220.280791256353,1885.42570943905,808.426941831887,730.190339743453,278.190359931485,155.272064443657,11023.0460531236,1844.90391778346,5061.60925046088,12250.0828958998,725.220281229574,1108.06818430256,1078.511938945,783.024073315544,831.036194273763,1246.99860213975,265.434265803812,1595.63532948577,1170.14175187172,613.245824485102,973.134179052456,539.364722176768,394.59435657006,437.988301150558,21319.5884486059,11130.4598793911,7008.55582462957,2092.35292792355,551.550719769545,4317.70167428571,320.645712014424,670.880899518131,333.168842355633,253.331339847992,2096.47862484277,1059.2032490904,119.491490252709,1417.17060250676,1282.60571336575,2549.77187570105,696.068190922171,626.604478096208,613.037006343944,720.893824096201,871.787818915127,25.2690700943689,27.149660987434,282.648435346696,1814.110820391,220.941383408127,48.0745698856505,418.842557218791,162.410118942709,97.2364329178503,184.679136376733,328.056662727815,1081.96938014204,811.236557413806,2137.257900676,469.868345728755,84.6949495427997,179.561620420386,977.666904525281,1605.13975444434,121.069507195911,1508.52985241492,322.486299238103,118.738586493719,689.4090895148
2018-07-01,-1.71825478561343,2340.58923922686,6431.64587806351,4644.5161088165,942.392780848918,595.914396197114,135.072448313814,66.7338753677655,89.7597813718266,43.4160765477501,43.9576017136457,3070.60589624871,5005.47789610879,1787.68799112985,1527.49737252093,13937.9354964169,19847.7793026947,8910.27842416846,6342.68414401875,1595.38719670072,3871.96844007223,1193.02010818661,2676.03996823977,1132.10046263083,5486.79964529941,1675.5891002797,1858.46636819783,0.253529666001631,12.3644507520397,1253.78669706639,222.062684979879,1977.07261987544,834.159281357251,663.365078316058,260.323116747149,159.595431553977,11136.6051886953,1853.01469626973,5081.95475880062,12988.1541299114,825.039077921458,1133.94857254029,1109.77251874425,753.946330128277,894.344601634419,1291.73124068046,212.366800264693,1648.70895701032,1193.43053619554,633.953788362969,961.873369514744,519.288242162894,400.80404319594,453.875564224524,21723.5561698886,11354.6887028102,7245.57063710882,2145.74574090866,585.016297094378,4397.8579614575,331.164931629727,750.606516030796,298.031669431097,269.465894319293,2153.96479905182,1136.05483066393,114.032330989442,1369.13623928166,1315.56734748885,2664.17062594433,724.290648542538,656.373543046062,596.750554860031,757.217290814412,878.897657892622,20.9357947560738,24.3719116487798,286.970168564837,1593.04246684365,212.997094279266,39.713455212239,429.842050557454,168.562198563965,104.353890977585,194.345554645044,328.056662727815,1122.3567322171,794.129642121984,2199.77054389545,484.76835965965,93.1999778631767,184.224948620907,944.698578303298,1603.45160220754,129.346450395498,1485.28182450605,344.481665907424,97.7385666554099,790.437320080536
2018-08-01,-0.695541051522074,2535.14996378932,6883.31814440711,4842.8211573498,950.32384650939,595.274637994225,162.487619959679,78.9896738831614,89.4264528550902,46.7459616560907,37.3581201995018,3142.84000204991,4953.3370281827,1816.23100676294,1547.59683083385,14194.293376464,19913.134098727,9071.74291360449,6521.20657475379,1594.18902240971,3868.81878412988,1152.12793156507,2734.19028979215,1027.88018528543,5752.31376880757,1647.70939795349,1859.40789832131,0.475751833716306,12.6977838738294,1231.01221746743,219.092977423617,1957.13180150011,886.134930503512,674.170805934337,280.854576789303,155.640501454247,11204.3143628639,1836.4978559607,5237.02728145987,13084.5650614399,759.330780685482,1126.60735490818,1140.50758261118,810.094395443959,863.721103764824,1296.73220568392,174.432416136647,1613.10969400555,1174.44652975765,665.406564186479,944.926683366645,522.334716616872,401.622819253598,461.097476111451,22122.1456918504,11258.926870442,7204.8757533332,2251.45666249557,562.065535111188,4387.69830873573,329.725636305291,721.595612200145,313.687384587899,270.158306876924,2100.26857386921,1091.83505234197,118.788561612321,1373.3018336499,1337.60200272384,2682.18424983954,701.382352554467,637.157882475234,595.031661583992,755.997630639588,883.785391239575,21.4913536278763,19.5942016053829,268.147937836393,1558.23653173846,212.002709965659,37.972764551303,434.175193019085,153.170220237674,106.142779853178,191.567938560649,329.061291113188,1026.99394029476,788.174907359618,2202.66020155951,444.429473281938,80.3022266730259,180.366724908411,989.042214183171,1567.68414557947,112.304080883007,1567.15278044916,345.259327188983,98.7385676000913,718.979837711622
2018-09-01,-0.058535584144829,2404.67522766438,6714.55515073993,4455.49804967808,947.374558864363,595.566370377695,150.695938844307,75.741595884763,90.4264528085122,52.9918452735848,43.7959456527887,2985.9070886442,4807.18987611539,1784.1422979816,1506.17791642172,13842.4671263873,19427.6171871908,8208.53125528837,5873.23425665912,1476.09611309233,3600.55897739365,1034.2762602875,2653.21445500638,1061.39080904682,5353.5632139877,1587.11619660566,1729.48678363806,0.364640693492237,12.9200060076389,1198.64253491478,205.189371417168,1700.8865399778,813.489555666725,584.489525980952,270.456976677283,158.375990949064,10600.3517705738,1832.55036385432,5211.35389536463,12017.4803384066,746.844335075067,1144.17876748819,1123.28938556632,887.093612930514,835.018737003518,1230.14579130838,130.162794894468,1643.14771758699,1164.8997338712,647.870334013877,896.579837499496,505.647964956163,404.915217153605,452.320502129142,20676.4725540068,10618.1052963761,6662.01361358437,2227.64448242119,564.07089148441,4294.39373784109,326.026126756699,656.192372733308,299.938764534818,248.360571209737,1965.17096529911,1011.82481780146,113.122471112715,1317.19124922726,1281.8520790122,2596.28006287625,677.062168006128,652.37652340156,583.584831046266,748.777033432892,874.009972240978,20.0469294637016,25.5941197490989,282.271819515042,1757.02652628047,195.905884044335,21.6524602241909,425.509441412057,145.781825213278,90.1301841850325,194.345579881501,331.070547883933,1258.45213814754,761.081666028971,2196.78153468949,389.440144652965,88.9302053348821,179.728490944342,937.161813583727,1473.83343149258,109.088246566483,1610.1410336147,286.572075028384,104.738573268179,732.41881002561
2018-10-01,-0.306909114091694,2421.95349497507,6983.35354114681,4831.89672180941,939.089883421435,603.52089589085,150.237318944207,80.2118461102311,92.75977680687,49.9885890381505,39.7013203913242,3006.77304457553,4845.04253534172,1828.67712391301,1560.04147501442,15185.7925064576,20964.6202500117,8483.92900033803,6123.91701231378,1565.82465094791,3718.48131061347,1069.62205770537,2616.79415946211,1268.72651365652,5777.39177228863,1667.35515585464,1731.2408747418,-0.413136897496682,12.586672970155,1334.55298625339,232.490566248046,1754.29787213304,833.747725921382,728.951633160532,275.202293151122,165.375232483514,10871.1230689618,1936.09859629685,5090.29973987027,11928.1926907457,768.940078100234,1127.18575508958,1160.80300486993,899.22674880653,888.833718095167,1272.77423475374,226.841071840676,1661.81121916075,1171.19966876756,632.219481825034,887.821683340999,520.97465301457,405.169534204202,453.98686526191,21338.8463429342,11059.4418443208,6713.43319215774,2308.77126223635,595.976766087808,4334.4681521612,343.502085349051,726.231620553232,342.345092740822,263.044092362639,1994.11080409577,1064.68472994639,124.288053342461,1459.80181125378,1308.85980482899,2776.93820407976,687.431142092866,665.818001083088,581.516626991532,748.665575937249,875.897803617308,19.6024977702215,27.2607692844375,307.982809950064,2483.17133856878,210.24672728299,28.9074805420106,446.17463586758,166.897283252658,102.368231281254,187.567987088895,330.065919498561,1301.79336235153,817.830625260795,2318.32664853761,437.917295265444,78.1600851477916,185.822873758921,1040.12462883755,1543.41391713145,113.268142664924,1627.4343328571,308.306226985215,112.73858082563,714.134239402793
